Gaja;Ca'Marcanda Vistamare Toscana 2020;4,2;291 Voti;Italia·Toscana·Gaja·Vino bianco·Miscela;€32,99;[('Leggero-Strutturato', '44.7685%'), ('Secco-Dolce', '24.6639%'), ('Piatto-Acidulo', '66.4029%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 370), ('Erbaceo', 277), ('agrume', 239)]
Zenato;Lugana Sergio Riserva 2018;4,3;212 Voti;Italia·Lugana·Zenato·Vino bianco·Verdicchio;€23,57;[('Leggero-Strutturato', '63.9595%'), ('Secco-Dolce', '25.9397%'), ('Piatto-Acidulo', '47.2725%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('legno', 241), ('albero da frutta', 190), ('Erbaceo', 146)]
Venica & Venica;Ronco delle Cime Friulano 2020;4,1;92 Voti;Italia·Collio·Venica & Venica·Vino bianco·Friulano;€20,50;[('Leggero-Strutturato', '62.932%'), ('Secco-Dolce', '19.4279%'), ('Piatto-Acidulo', '52.7702%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 41), ('agrume', 30), ('Erbaceo', 24)]
Donnafugata;Sicilia Prio Catarratto 2020;3,8;178 Voti;Italia·Sicilia·Donnafugata·Vino bianco·Catarratto Bianco;€10,40;[('Leggero-Strutturato', '57.2405%'), ('Secco-Dolce', '8.12834%'), ('Piatto-Acidulo', '40.2845%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('agrume', 68), ('albero da frutta', 55), ('Erbaceo', 22)]
Marco de Bartoli;Sole e Vento 2018;3,7;240 Voti;Italia·Terre Siciliane·Marco de Bartoli·Vino bianco·Grillo;€16,80;[('Leggero-Strutturato', '56.8374%'), ('Secco-Dolce', '11.0863%'), ('Piatto-Acidulo', '40.78%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 48), ('agrume', 25), ('Erbaceo', 23)]
Mesa;Giunco 2020;3,8;206 Voti;Italia·Vermentino di Sardegna·Mesa·Vino bianco·Vermentino;€11,60;[('Leggero-Strutturato', '60.0083%'), ('Secco-Dolce', '5.32852%'), ('Piatto-Acidulo', '36.8424%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 77), ('nota tropicale', 46), ('agrume', 45)]
Azienda Santa Barbara - Stefano Antonucci;Le Vaglie Verdicchio dei Castelli di Jesi Classico 2021;3,7;31 Voti;Italia·Verdicchio dei Castelli di Jesi·Azienda Santa Barbara - Stefano Antonucci·Vino bianco·Verdicchio;€10,50;[('Leggero-Strutturato', '42.7548%'), ('Secco-Dolce', '22.3402%'), ('Piatto-Acidulo', '65.0889%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 103), ('agrume', 97), ('Erbaceo', 83)]
Pacherhof;Grüner Veltliner 2020;4,0;69 Voti;Italia·Südtirol - Alto Adige·Pacherhof·Vino bianco·Grüner Veltliner;€17,40;[('Leggero-Strutturato', '54.7324%'), ('Secco-Dolce', '20.375%'), ('Piatto-Acidulo', '54.7055%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 23), ('agrume', 14), ('Erbaceo', 13)]
Fattoria le Pupille;Poggio Argentato Bianco 2016;3,7;330 Voti;Italia·Toscana·Fattoria le Pupille·Vino bianco·Miscela;€12,25;[('Leggero-Strutturato', '41.4594%'), ('Secco-Dolce', '25.4451%'), ('Piatto-Acidulo', '67.4665%')];Pasta / Vegetariano / Antipasti e spuntini;[('agrume', 149), ('albero da frutta', 119), ('Erbaceo', 89)]
La Tunella;Biancosesto 2019;4,1;117 Voti;Italia·Colli Orientali del Friuli·La Tunella·Vino bianco·Miscela;€20;[('Leggero-Strutturato', '59.1949%'), ('Secco-Dolce', '21.8677%'), ('Piatto-Acidulo', '50.1592%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 33), ('agrume', 29), ('Erbaceo', 25)]
Capichera;Vermentino Isola dei Nuraghi 2020;4,3;79 Voti;Italia·Isola dei Nuraghi·Capichera·Vino bianco·Vermentino;€36,10;[('Leggero-Strutturato', '65.6496%'), ('Secco-Dolce', '17.4435%'), ('Piatto-Acidulo', '35.3221%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('agrume', 34), ('albero da frutta', 26), ('Erbaceo', 24)]
Santa Margherita;Pinot Grigio Valdadige 2021;3,8;462 Voti;Italia·Valdadige·Santa Margherita·Vino bianco·Pinot Grigio;€10,25;[('Leggero-Strutturato', '40.8954%'), ('Secco-Dolce', '11.0037%'), ('Piatto-Acidulo', '41.989%')];Frutti di mare / Vegetariano / Funghi;[('albero da frutta', 2515), ('agrume', 1898), ('Erbaceo', 688)]
Calabretta;Minnella Bianco 2019;3,8;94 Voti;Italia·Sicilia·Calabretta·Vino bianco·Minella Bianca;€15,29;[('Leggero-Strutturato', '57.2625%'), ('Secco-Dolce', '7.9114%'), ('Piatto-Acidulo', '30.6787%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('Erbaceo', 23), ('albero da frutta', 15), ('agrume', 9)]
Vernaccia Oristano;Is Arutas Vermentino di Sardegna 2020;3,9;26 Voti;Italia·Vermentino di Sardegna·Vernaccia Oristano·Vino bianco·Vermentino;€10,13;[('Leggero-Strutturato', '65.9624%'), ('Secco-Dolce', '1.65985%'), ('Piatto-Acidulo', '33.2815%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 18), ('vegetale', 8), ('lieviti', 2)]
Terlan (Terlano);Quarz Sauvignon 2020;4,4;59 Voti;Italia·Trentino-Alto Adige·Terlan (Terlano)·Vino bianco·Sauvignon Blanc;€49;[('Leggero-Strutturato', '62.7566%'), ('Secco-Dolce', '24.0194%'), ('Piatto-Acidulo', '50.8031%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('Erbaceo', 209), ('nota tropicale', 209), ('agrume', 178)]
Nuraghe Crabioni;Sussinku 2018;4,0;97 Voti;Italia·Romangia·Nuraghe Crabioni·Vino bianco·Vermentino;€16,90;[('Leggero-Strutturato', '69.0946%'), ('Secco-Dolce', '0px'), ('Piatto-Acidulo', '32.8995%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 3), ('nota tropicale', 3), ('bacche nere', 2)]
Livon;Solarco Friulano - Ribolla Gialla 2018;3,8;103 Voti;Italia·Collio·Livon·Vino bianco·Miscela;€13,80;[('Leggero-Strutturato', '60.6663%'), ('Secco-Dolce', '25.4573%'), ('Piatto-Acidulo', '46.6167%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 36), ('Erbaceo', 26), ('agrume', 20)]
Le Vigne di Zamò;Pinot Grigio 2019;3,8;90 Voti;Italia·Colli Orientali del Friuli·Le Vigne di Zamò·Vino bianco·Pinot Grigio;€11,90;[('Leggero-Strutturato', '44.7881%'), ('Secco-Dolce', '12.9425%'), ('Piatto-Acidulo', '43.3838%')];Frutti di mare / Vegetariano / Funghi;[('albero da frutta', 20), ('agrume', 13), ('Erbaceo', 7)]
Lvnae;Labianca Liguria di Levante Bianco 2020;3,7;233 Voti;Italia·Liguria·Lvnae·Vino bianco·Miscela;€9,98;[('Leggero-Strutturato', '56.4135%'), ('Secco-Dolce', '28.4687%'), ('Piatto-Acidulo', '52.7426%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 18), ('agrume', 11), ('Erbaceo', 5)]
Planeta;Eruzione 1614 Carricante 2018;4,0;301 Voti;Italia·Sicilia·Planeta·Vino bianco·Carricante;€20,22;[('Leggero-Strutturato', '62.8412%'), ('Secco-Dolce', '1.47753%'), ('Piatto-Acidulo', '43.6835%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('Erbaceo', 195), ('agrume', 136), ('albero da frutta', 129)]
Il Colombaio di Santachiara;Selvabianca Vernaccia di San Gimignano 2021;4,0;32 Voti;Italia·Vernaccia di San Gimignano·Il Colombaio di Santachiara·Vino bianco·Vernaccia di San Gimignano;€15,29;[('Leggero-Strutturato', '42.669%'), ('Secco-Dolce', '18.1808%'), ('Piatto-Acidulo', '64.3863%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 119), ('agrume', 96), ('Erbaceo', 76)]
Villa Russiz;Sauvignon de la Tour 2017;3,9;44 Voti;Italia·Collio·Villa Russiz·Vino bianco·Sauvignon Blanc;€31;[('Leggero-Strutturato', '59.0681%'), ('Secco-Dolce', '19.4306%'), ('Piatto-Acidulo', '55.1775%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('agrume', 5), ('legno', 3), ('Erbaceo', 3)]
J. Hofstätter;Kolbenhof Gewürztraminer 2018;4,3;186 Voti;Italia·Südtirol - Alto Adige·J. Hofstätter·Vino bianco·Gewürztraminer;€30,80;[('Leggero-Strutturato', '66.4466%'), ('Secco-Dolce', '38.8241%'), ('Piatto-Acidulo', '29.2928%')];Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;[('nota tropicale', 88), ('albero da frutta', 59), ('Erbaceo', 44)]
Cantina Bolzano / Kellerei Bozen;Goldmuskateller - Moscato Giallo 2019;4,1;64 Voti;Italia·Südtirol - Alto Adige·Cantina Bolzano / Kellerei Bozen·Vino bianco·Moscato Giallo;€13,20;[('Leggero-Strutturato', '65.4533%'), ('Secco-Dolce', '31.0916%'), ('Piatto-Acidulo', '52.4173%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('agrume', 6), ('albero da frutta', 6), ('legno', 4)]
Giuseppe Sedilesu;Granazza Sulle Bucce 2016;3,9;38 Voti;Italia·Barbagia·Giuseppe Sedilesu·Vino bianco·Garnacha Blanca;€18,46;[('Leggero-Strutturato', '67.6326%'), ('Secco-Dolce', '27.274%'), ('Piatto-Acidulo', '26.3235%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('legno', 2), ('frutta secca', 1), ('nota tropicale', 1)]
Villa Russiz;Pinot Grigio 2018;3,8;54 Voti;Italia·Collio·Villa Russiz·Vino bianco·Pinot Grigio;€18,80;[('Leggero-Strutturato', '41.6077%'), ('Secco-Dolce', '8.94222%'), ('Piatto-Acidulo', '42.816%')];Frutti di mare / Vegetariano / Funghi;[('albero da frutta', 37), ('Erbaceo', 22), ('agrume', 11)]
Cantina Sant'Andrea;Oppidum Moscato di Terracina Secco 2020;4,2;218 Voti;Italia·Lazio·Cantina Sant'Andrea·Vino bianco·Moscato;€8,50;[('Leggero-Strutturato', '51.2358%'), ('Secco-Dolce', '33.5535%'), ('Piatto-Acidulo', '59.2793%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 28), ('nota tropicale', 12), ('agrume', 10)]
Quintodecimo;Exultet Fiano di Avellino 2020;4,2;85 Voti;Italia·Fiano de Avellino·Quintodecimo·Vino bianco·Fiano;€32,89;[('Leggero-Strutturato', '63.4575%'), ('Secco-Dolce', '7.61556%'), ('Piatto-Acidulo', '40.9218%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('Erbaceo', 71), ('albero da frutta', 70), ('agrume', 60)]
Filippi;Castelcerino 2018;3,9;203 Voti;Italia·Soave·Filippi·Vino bianco·Garganega;€13,90;[('Leggero-Strutturato', '31.7779%'), ('Secco-Dolce', '7.93319%'), ('Piatto-Acidulo', '57.9157%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 79), ('agrume', 49), ('Erbaceo', 43)]
Cascina Degli Ulivi;Ivag Bianco 2020;4,1;30 Voti;Italia·Piemonte·Cascina Degli Ulivi·Vino bianco·Cortese;€19,90;[('Leggero-Strutturato', '58.6553%'), ('Secco-Dolce', '26.4246%'), ('Piatto-Acidulo', '56.5289%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 101), ('Erbaceo', 53), ('agrume', 40)]
Sassoregale;Maremma Toscana Vermentino 2019;3,9;116 Voti;Italia·Maremma Toscana·Sassoregale·Vino bianco·Vermentino;€10,25;[('Leggero-Strutturato', '45.3589%'), ('Secco-Dolce', '18.4735%'), ('Piatto-Acidulo', '67.6847%')];Pasta / Vegetariano / Antipasti e spuntini;[('agrume', 94), ('albero da frutta', 66), ('Erbaceo', 44)]
Joaquin;Dall'Isola Bianco 2018;3,9;52 Voti;Italia·Vino d'Italia·Joaquin·Vino bianco·Miscela;€57;[];na / na / na;[]
Monchiero Carbone;Gavi del Comune di Gavi 2019;3,8;163 Voti;Italia·Gavi·Monchiero Carbone·Vino bianco·Cortese;€10,50;[('Leggero-Strutturato', '21%'), ('Secco-Dolce', '0px'), ('Piatto-Acidulo', '79.134%')];Pasta / Frutti di mare / Antipasti e spuntini;[('agrume', 23), ('albero da frutta', 22), ('Erbaceo', 10)]
Belisario;Cambrugiano Verdicchio di Matelica Riserva 2017;4,0;415 Voti;Italia·Verdicchio di Matelica Riserva·Belisario·Vino bianco·Verdicchio;€18,48;[('Leggero-Strutturato', '52.8584%'), ('Secco-Dolce', '21.5718%'), ('Piatto-Acidulo', '61.1333%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 97), ('legno', 87), ('Erbaceo', 78)]
La Bollina;Ventola 2018;3,8;109 Voti;Italia·Gavi·La Bollina·Vino bianco·Cortese;€17,59;[('Leggero-Strutturato', '19.8278%'), ('Secco-Dolce', '2.82718%'), ('Piatto-Acidulo', '80.0317%')];Pasta / Frutti di mare / Antipasti e spuntini;[('albero da frutta', 38), ('Erbaceo', 30), ('agrume', 20)]
Les Crêtes;Cuvée Bois Chardonnay 2019;4,3;71 Voti;Italia·Valle d'Aosta·Les Crêtes·Vino bianco·Chardonnay;€44,88;[('Leggero-Strutturato', '64.6265%'), ('Secco-Dolce', '23.6594%'), ('Piatto-Acidulo', '51.4688%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('legno', 117), ('albero da frutta', 58), ('Erbaceo', 49)]
Poggio le Volpi;People Frascati Superiore 2020;3,6;83 Voti;Italia·Frascati·Poggio le Volpi·Vino bianco·Trebbiano;€6,90;[('Leggero-Strutturato', '42.9883%'), ('Secco-Dolce', '24.2968%'), ('Piatto-Acidulo', '59.9437%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 22), ('agrume', 13), ('Invecchiamento', 9)]
Vigneti Massa;Derthona 2018;4,1;730 Voti;Italia·Piemonte·Vigneti Massa·Vino bianco·Timorasso;€23;[('Leggero-Strutturato', '64.1966%'), ('Secco-Dolce', '21.0369%'), ('Piatto-Acidulo', '53.4019%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('Erbaceo', 177), ('albero da frutta', 164), ('agrume', 88)]
Costaripa;Pievecroce 2020;3,8;105 Voti;Italia·Lugana·Costaripa·Vino bianco·Trebbiano;€11,90;[('Leggero-Strutturato', '52.2951%'), ('Secco-Dolce', '23.5056%'), ('Piatto-Acidulo', '53.4807%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 49), ('Erbaceo', 10), ('vegetale', 8)]
Giacomelli;Pianacce Vermentino Colli di Luni 2020;3,8;59 Voti;Italia·Colli di Luni·Giacomelli·Vino bianco·Vermentino;€11,38;[('Leggero-Strutturato', '58.449%'), ('Secco-Dolce', '19.4226%'), ('Piatto-Acidulo', '54.3251%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 41), ('Erbaceo', 32), ('agrume', 27)]
Colterenzio (Schreckbichl);Harrer Riesling 2018;3,9;81 Voti;Italia·Südtirol - Alto Adige·Colterenzio (Schreckbichl)·Vino bianco·Riesling;€13,80;[('Leggero-Strutturato', '62.7119%'), ('Secco-Dolce', '23.6734%'), ('Piatto-Acidulo', '55.7381%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 15), ('Erbaceo', 13), ('agrume', 7)]
Terredora;Fiano di Avellino 2020;3,8;54 Voti;Italia·Fiano de Avellino·Terredora·Vino bianco·Fiano;€13,15;[('Leggero-Strutturato', '63.5514%'), ('Secco-Dolce', '5.95324%'), ('Piatto-Acidulo', '39.2604%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 136), ('Erbaceo', 114), ('agrume', 100)]
Cantina Marilina;Sketta Grecanico 2020;4,1;53 Voti;Italia·Terre Siciliane·Cantina Marilina·Vino bianco·Grecanico;€12,90;[('Leggero-Strutturato', '62.1263%'), ('Secco-Dolce', '12.6544%'), ('Piatto-Acidulo', '38.612%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('agrume', 70), ('Erbaceo', 52), ('albero da frutta', 50)]
Doro Princic;Friulano 2019;4,0;38 Voti;Italia·Collio·Doro Princic·Vino bianco·Friulano;€20,85;[('Leggero-Strutturato', '67.9028%'), ('Secco-Dolce', '23.2159%'), ('Piatto-Acidulo', '47.9688%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('Erbaceo', 13), ('albero da frutta', 13), ('spezie', 7)]
I Clivi;Ribolla Gialla 2020;3,8;120 Voti;Italia·delle Venezie·I Clivi·Vino bianco·Ribolla Gialla;€15,20;[('Leggero-Strutturato', '52.2332%'), ('Secco-Dolce', '19.9126%'), ('Piatto-Acidulo', '52.4847%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('agrume', 60), ('albero da frutta', 43), ('Erbaceo', 31)]
J. Hofstätter;Oberkerschbaum Sauvignon 2018;4,2;53 Voti;Italia·Südtirol - Alto Adige·J. Hofstätter·Vino bianco·Sauvignon Blanc;€27,50;[('Leggero-Strutturato', '51.9029%'), ('Secco-Dolce', '21.1964%'), ('Piatto-Acidulo', '45.2223%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('Floreale', 2), ('albero da frutta', 2), ('Erbaceo', 2)]
Santi;Lugana Folar 2019;3,8;277 Voti;Italia·Lugana·Santi·Vino bianco·Trebbiano;€11,80;[('Leggero-Strutturato', '58.0495%'), ('Secco-Dolce', '18.3998%'), ('Piatto-Acidulo', '51.9484%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('vegetale', 10), ('nota tropicale', 7), ('albero da frutta', 7)]
La Castellada;Ribolla Gialla 2013;3,9;68 Voti;Italia·Collio·La Castellada·Vino bianco·Ribolla Gialla;€33,90;[('Leggero-Strutturato', '65.112%'), ('Secco-Dolce', '26.2693%'), ('Piatto-Acidulo', '48.7897%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('Erbaceo', 37), ('legno', 34), ('agrume', 29)]
Pala;Stellato Vermentino 2020;3,9;119 Voti;Italia·Vermentino di Sardegna·Pala·Vino bianco·Vermentino;€21,90;[('Leggero-Strutturato', '62.919%'), ('Secco-Dolce', '10.2443%'), ('Piatto-Acidulo', '37.1326%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('Erbaceo', 65), ('albero da frutta', 54), ('agrume', 51)]
Le Due Terre;Sacrisassi Friuli Colli Orientali Bianco 2017;4,1;126 Voti;Italia·Colli Orientali del Friuli·Le Due Terre·Vino bianco·Miscela;€35,60;[('Leggero-Strutturato', '64.0812%'), ('Secco-Dolce', '24.3597%'), ('Piatto-Acidulo', '50.2409%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('Erbaceo', 37), ('albero da frutta', 30), ('agrume', 20)]
Vie di Romans;Dut' Un 2018;4,1;34 Voti;Italia·Friuli Isonzo·Vie di Romans·Vino bianco·Miscela;€39,47;[('Leggero-Strutturato', '67.6732%'), ('Secco-Dolce', '30.8138%'), ('Piatto-Acidulo', '49.4791%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('legno', 28), ('albero da frutta', 18), ('nota tropicale', 13)]
Tenuta Ulisse;Pecorino (Unico) 2021;4,2;81 Voti;Italia·Terre di Chieti·Tenuta Ulisse·Vino bianco·Pecorino;€9;[('Leggero-Strutturato', '42.867%'), ('Secco-Dolce', '25.1435%'), ('Piatto-Acidulo', '64.8289%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 200), ('agrume', 130), ('nota tropicale', 100)]
Cantina Urbana Milano;Tranatt Bianco N.V.;3,8;38 Voti;Italia·Lombardia·Cantina Urbana Milano·Vino bianco·Miscela;€10,90;[('Leggero-Strutturato', '55.6105%'), ('Secco-Dolce', '11.4341%'), ('Piatto-Acidulo', '57.7868%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 1), ('Erbaceo', 1)]
Lis Neris;Venezia Giulia Jurosa (Chardonnay) 2018;4,2;83 Voti;Italia·Venezia Giulia·Lis Neris·Vino bianco·Chardonnay;€22;[('Leggero-Strutturato', '67.0281%'), ('Secco-Dolce', '23.9837%'), ('Piatto-Acidulo', '48.2474%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('legno', 65), ('Erbaceo', 32), ('albero da frutta', 30)]
Villa Russiz;Gräfin de la Tour 2015;4,3;29 Voti;Italia·Collio·Villa Russiz·Vino bianco·Chardonnay;€32,40;[('Leggero-Strutturato', '68.5716%'), ('Secco-Dolce', '27.4157%'), ('Piatto-Acidulo', '49.8191%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('legno', 19), ('albero da frutta', 10), ('agrume', 8)]
Feudi di San Gregorio;Falanghina Serrocielo 2020;4,0;202 Voti;Italia·Falanghina del Sannio·Feudi di San Gregorio·Vino bianco·Falanghina;€10,50;[('Leggero-Strutturato', '59.6679%'), ('Secco-Dolce', '6.54641%'), ('Piatto-Acidulo', '40.2316%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 53), ('agrume', 43), ('Erbaceo', 30)]
Casale del Giglio;Radix Bellone 2016;4,3;27 Voti;Italia·Lazio·Casale del Giglio·Vino bianco·Bellone;€46;[('Leggero-Strutturato', '68.6727%'), ('Secco-Dolce', '19.0955%'), ('Piatto-Acidulo', '66.3182%')];Pasta / Vegetariano / Antipasti e spuntini;[('Erbaceo', 3), ('legno', 2), ('agrume', 2)]
Vodopivec;Vitovska 2010;4,1;293 Voti;Italia·Venezia Giulia·Vodopivec·Vino bianco·Vitovska;€79;[('Leggero-Strutturato', '62.9315%'), ('Secco-Dolce', '20.1267%'), ('Piatto-Acidulo', '50.566%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('agrume', 89), ('Erbaceo', 83), ('albero da frutta', 59)]
Canus;Chardonnay 2018;3,8;27 Voti;Italia·Colli Orientali del Friuli·Canus·Vino bianco·Chardonnay;€14,20;[('Leggero-Strutturato', '72.4783%'), ('Secco-Dolce', '10.7006%'), ('Piatto-Acidulo', '44.1443%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 3), ('Erbaceo', 2), ('legno', 2)]
Pieropan;La Rocca Soave Classico 2015;4,0;882 Voti;Italia·Soave Classico·Pieropan·Vino bianco·Garganega;€42;[('Leggero-Strutturato', '34.8595%'), ('Secco-Dolce', '8.03137%'), ('Piatto-Acidulo', '57.3264%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 861), ('Erbaceo', 736), ('agrume', 593)]
Tormaresca;Chardonnay Castel del Monte Pietrabianca 2020;4,4;25 Voti;Italia·Castel del Monte·Tormaresca·Vino bianco·Chardonnay;€17,10;[('Leggero-Strutturato', '63.0411%'), ('Secco-Dolce', '10.2924%'), ('Piatto-Acidulo', '33.6198%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('legno', 273), ('agrume', 146), ('albero da frutta', 127)]
Perticaia;Del Posto 2019;4,0;35 Voti;Italia·Umbria·Perticaia·Vino bianco·Trebbiano Spoletino;€18,90;[('Leggero-Strutturato', '46.4076%'), ('Secco-Dolce', '16.7763%'), ('Piatto-Acidulo', '69.1014%')];Pasta / Vegetariano / Antipasti e spuntini;[('Erbaceo', 8), ('albero da frutta', 8), ('lieviti', 5)]
Köfererhof;Kerner 2020;4,0;98 Voti;Italia·Valle Isarco·Köfererhof·Vino bianco·Kerner;€16;[('Leggero-Strutturato', '61.0323%'), ('Secco-Dolce', '23.0763%'), ('Piatto-Acidulo', '55.9116%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 83), ('agrume', 60), ('Erbaceo', 60)]
Passopisciaro;Passobianco 2018;3,9;287 Voti;Italia·Terre Siciliane·Passopisciaro·Vino bianco·Chardonnay;€20,70;[('Leggero-Strutturato', '63.259%'), ('Secco-Dolce', '8.57737%'), ('Piatto-Acidulo', '38.8962%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('Erbaceo', 140), ('albero da frutta', 89), ('agrume', 64)]
Capichera;Santigaìni 2013;4,3;28 Voti;Italia·Isola dei Nuraghi·Capichera·Vino bianco·Vermentino;€280;[('Leggero-Strutturato', '74.4577%'), ('Secco-Dolce', '10.859%'), ('Piatto-Acidulo', '39.1003%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('legno', 6), ('Erbaceo', 5), ('agrume', 3)]
Emidio Pepe;Trebbiano d'Abruzzo 2017;4,2;703 Voti;Italia·Trebbiano d'Abruzzo·Emidio Pepe·Vino bianco·Trebbiano Giallo;€88;[('Leggero-Strutturato', '49.6489%'), ('Secco-Dolce', '25.5552%'), ('Piatto-Acidulo', '65.5468%')];Pasta / Vegetariano / Antipasti e spuntini;[('Erbaceo', 271), ('albero da frutta', 226), ('agrume', 150)]
Abbazia di Novacella (Stiftskellerei Neustift);Praepositus Grüner Veltliner 2018;4,0;139 Voti;Italia·Südtirol - Alto Adige·Abbazia di Novacella (Stiftskellerei Neustift)·Vino bianco·Grüner Veltliner;€17,30;[('Leggero-Strutturato', '63.4805%'), ('Secco-Dolce', '16.2228%'), ('Piatto-Acidulo', '54.9766%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 25), ('Erbaceo', 14), ('agrume', 11)]
Fontuccia;Senti Oh! Ansonica 2020;4,0;51 Voti;Italia·Costa Toscana·Fontuccia·Vino bianco·Ansonica;€33,80;[('Leggero-Strutturato', '52.8213%'), ('Secco-Dolce', '17.2299%'), ('Piatto-Acidulo', '63.6191%')];Pasta / Vegetariano / Antipasti e spuntini;[('albero da frutta', 10), ('agrume', 7), ('Erbaceo', 5)]
Marco Porello;Camestrì Roero Arneis 2020;3,8;101 Voti;Italia·Roero·Marco Porello·Vino bianco·Arneis;€12,40;[('Leggero-Strutturato', '59.3255%'), ('Secco-Dolce', '19.1494%'), ('Piatto-Acidulo', '51.5069%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 52), ('agrume', 34), ('Erbaceo', 26)]
Firriato;Quater Vitis Blanco 2018;3,9;53 Voti;Italia·Terre Siciliane·Firriato·Vino bianco·Miscela;€13;[('Leggero-Strutturato', '57.8359%'), ('Secco-Dolce', '13.7298%'), ('Piatto-Acidulo', '36.9165%')];Frutti di mare / Vegetariano / Antipasti e spuntini;[('albero da frutta', 8), ('agrume', 7), ('Erbaceo', 6)]
Valfaccenda;Roero Arneis 2020;3,7;89 Voti;Italia·Roero·Valfaccenda·Vino bianco·Nebbiolo;€18;[('Leggero-Strutturato', '60.0398%'), ('Secco-Dolce', '22.336%'), ('Piatto-Acidulo', '51.7292%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('albero da frutta', 60), ('Erbaceo', 42), ('agrume', 19)]
Menti Giovanni;Monte del Cuca 2017;3,8;80 Voti;Italia·Gambellara·Menti Giovanni·Vino bianco·Garganega;€26,50;[('Leggero-Strutturato', '64.6391%'), ('Secco-Dolce', '20.9816%'), ('Piatto-Acidulo', '46.7433%')];Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;[('agrume', 49), ('albero da frutta', 21), ('Erbaceo', 15)]
